id	dep	sexe	jour	actue_hospit	actu_rea	recovered	deaths
4689	"46"	2	"2020-04-02"	6	2	7	0
4690	"47"	0	"2020-04-02"	30	7	8	3
4691	"47"	1	"2020-04-02"	18	5	2	3
4692	"47"	2	"2020-04-02"	12	2	6	0
4693	"48"	0	"2020-04-02"	9	1	8	0
4694	"48"	1	"2020-04-02"	5	1	5	0
4695	"48"	2	"2020-04-02"	4	0	3	0
4696	"49"	0	"2020-04-02"	144	40	146	23
4697	"49"	1	"2020-04-02"	85	31	71	14
4698	"49"	2	"2020-04-02"	57	8	75	9
4699	"50"	0	"2020-04-02"	57	21	23	11
4700	"50"	1	"2020-04-02"	35	18	10	4
4701	"50"	2	"2020-04-02"	21	3	12	6
4702	"51"	0	"2020-04-02"	365	65	215	58
4703	"51"	1	"2020-04-02"	219	48	85	39
4704	"51"	2	"2020-04-02"	141	17	126	19
4705	"52"	0	"2020-04-02"	66	12	23	8
4706	"52"	1	"2020-04-02"	36	7	12	3
4707	"52"	2	"2020-04-02"	30	5	11	5
4708	"53"	0	"2020-04-02"	60	10	14	8
4709	"53"	1	"2020-04-02"	29	9	6	3
4710	"53"	2	"2020-04-02"	31	1	8	5
4711	"54"	0	"2020-04-02"	465	166	154	85
4712	"54"	1	"2020-04-02"	254	112	69	52
4713	"54"	2	"2020-04-02"	186	48	79	33
4714	"55"	0	"2020-04-02"	153	21	93	23
4715	"55"	1	"2020-04-02"	92	17	43	12
4716	"55"	2	"2020-04-02"	59	4	50	11
4717	"56"	0	"2020-04-02"	138	30	95	35
4718	"56"	1	"2020-04-02"	84	26	43	20
4719	"56"	2	"2020-04-02"	54	4	52	15
4720	"57"	0	"2020-04-02"	1030	175	362	242
4721	"57"	1	"2020-04-02"	579	131	164	148
4722	"57"	2	"2020-04-02"	442	43	192	93
4723	"58"	0	"2020-04-02"	15	7	2	4
4724	"58"	1	"2020-04-02"	6	6	1	3
4725	"58"	2	"2020-04-02"	9	1	1	1
4726	"59"	0	"2020-04-02"	703	239	257	101
4727	"59"	1	"2020-04-02"	413	166	131	63
4728	"59"	2	"2020-04-02"	284	72	125	38
4729	"60"	0	"2020-04-02"	354	73	215	126
4730	"60"	1	"2020-04-02"	191	54	121	80
4731	"60"	2	"2020-04-02"	162	18	94	46
4732	"61"	0	"2020-04-02"	58	8	42	7
4733	"61"	1	"2020-04-02"	33	7	18	3
4734	"61"	2	"2020-04-02"	25	1	24	4
4735	"62"	0	"2020-04-02"	290	99	128	27
4736	"62"	1	"2020-04-02"	170	75	71	16
4737	"62"	2	"2020-04-02"	119	24	57	11
4738	"63"	0	"2020-04-02"	74	33	29	3
4739	"63"	1	"2020-04-02"	49	27	14	1
4740	"63"	2	"2020-04-02"	25	6	15	2
4741	"64"	0	"2020-04-02"	74	29	62	12
4742	"64"	1	"2020-04-02"	45	18	31	7
4743	"64"	2	"2020-04-02"	29	11	31	5
4744	"65"	0	"2020-04-02"	41	6	16	3
4745	"65"	1	"2020-04-02"	25	3	8	1
4746	"65"	2	"2020-04-02"	16	3	8	2
4747	"66"	0	"2020-04-02"	112	34	104	16
4748	"66"	1	"2020-04-02"	57	24	41	7
4749	"66"	2	"2020-04-02"	55	10	63	9
4750	"67"	0	"2020-04-02"	1037	272	442	224
4751	"67"	1	"2020-04-02"	629	209	238	133
4752	"67"	2	"2020-04-02"	400	63	202	91
4753	"68"	0	"2020-04-02"	1105	161	763	418
4754	"68"	1	"2020-04-02"	601	116	407	271
4755	"68"	2	"2020-04-02"	495	42	353	145
4756	"69"	0	"2020-04-02"	1138	264	454	173
4757	"69"	1	"2020-04-02"	625	191	200	92
4758	"69"	2	"2020-04-02"	505	70	223	75
4759	"70"	0	"2020-04-02"	77	15	60	28
4760	"70"	1	"2020-04-02"	42	9	31	17
4761	"70"	2	"2020-04-02"	35	6	28	11
4762	"71"	0	"2020-04-02"	169	35	116	53
4763	"71"	1	"2020-04-02"	96	28	56	30
4764	"71"	2	"2020-04-02"	73	7	59	23
4765	"72"	0	"2020-04-02"	106	22	58	16
4766	"72"	1	"2020-04-02"	65	15	28	9
4767	"72"	2	"2020-04-02"	40	7	30	7
4768	"73"	0	"2020-04-02"	115	36	107	14
4769	"73"	1	"2020-04-02"	68	29	54	5
4770	"73"	2	"2020-04-02"	44	7	53	9
4771	"74"	0	"2020-04-02"	254	81	217	46
4772	"74"	1	"2020-04-02"	163	65	116	28
4773	"74"	2	"2020-04-02"	87	16	99	18
4774	"75"	0	"2020-04-02"	2838	782	954	455
4775	"75"	1	"2020-04-02"	1737	571	552	303
4776	"75"	2	"2020-04-02"	1072	207	394	150
4777	"76"	0	"2020-04-02"	335	100	111	44
4778	"76"	1	"2020-04-02"	191	72	49	31
4779	"76"	2	"2020-04-02"	144	28	61	13
4780	"77"	0	"2020-04-02"	619	170	307	95
4781	"77"	1	"2020-04-02"	382	117	172	56
4782	"77"	2	"2020-04-02"	233	52	134	39
4783	"78"	0	"2020-04-02"	837	180	394	137
4784	"78"	1	"2020-04-02"	503	137	226	83
4785	"78"	2	"2020-04-02"	328	43	165	53
4786	"79"	0	"2020-04-02"	29	6	27	5
4787	"79"	1	"2020-04-02"	14	4	13	3
4788	"79"	2	"2020-04-02"	15	2	14	2
4789	"80"	0	"2020-04-02"	292	69	109	49
4790	"80"	1	"2020-04-02"	169	44	49	31
4791	"80"	2	"2020-04-02"	122	25	57	18
4792	"81"	0	"2020-04-02"	59	24	17	3
4793	"81"	1	"2020-04-02"	33	16	9	2
4794	"81"	2	"2020-04-02"	26	8	8	1
4795	"82"	0	"2020-04-02"	12	6	3	2
4796	"82"	1	"2020-04-02"	11	5	1	2
4797	"82"	2	"2020-04-02"	1	1	2	0
4798	"83"	0	"2020-04-02"	198	50	195	28
4799	"83"	1	"2020-04-02"	121	39	103	14
4800	"83"	2	"2020-04-02"	76	11	92	14
4801	"84"	0	"2020-04-02"	82	22	51	12
4802	"84"	1	"2020-04-02"	49	16	20	7
4803	"84"	2	"2020-04-02"	33	6	31	5
4804	"85"	0	"2020-04-02"	57	17	29	7
4805	"85"	1	"2020-04-02"	39	15	13	4
4806	"85"	2	"2020-04-02"	18	2	16	3
4807	"86"	0	"2020-04-02"	44	20	30	15
4808	"86"	1	"2020-04-02"	30	16	15	5
4809	"86"	2	"2020-04-02"	14	4	15	10
4810	"87"	0	"2020-04-02"	64	17	20	6
4811	"87"	1	"2020-04-02"	32	10	11	4
4812	"87"	2	"2020-04-02"	32	7	8	2
4813	"88"	0	"2020-04-02"	266	43	141	99
4814	"88"	1	"2020-04-02"	136	29	70	62
4815	"88"	2	"2020-04-02"	128	14	70	36
4816	"89"	0	"2020-04-02"	97	19	15	9
4817	"89"	1	"2020-04-02"	55	17	7	8
4818	"89"	2	"2020-04-02"	41	2	8	1
4819	"90"	0	"2020-04-02"	216	46	121	75
4820	"90"	1	"2020-04-02"	126	31	72	42
4821	"90"	2	"2020-04-02"	90	15	49	33
4822	"91"	0	"2020-04-02"	758	183	196	80
4823	"91"	1	"2020-04-02"	447	134	124	51
4824	"91"	2	"2020-04-02"	303	46	72	28
4825	"92"	0	"2020-04-02"	1748	360	610	211
4826	"92"	1	"2020-04-02"	1099	280	316	131
4827	"92"	2	"2020-04-02"	631	77	290	78
4828	"93"	0	"2020-04-02"	1208	221	399	208
4829	"93"	1	"2020-04-02"	742	156	236	117
4830	"93"	2	"2020-04-02"	458	62	160	89
4831	"94"	0	"2020-04-02"	1474	251	500	211
4832	"94"	1	"2020-04-02"	834	177	277	129
4833	"94"	2	"2020-04-02"	617	72	221	79
4834	"95"	0	"2020-04-02"	791	154	527	174
4835	"95"	1	"2020-04-02"	509	117	279	117
4836	"95"	2	"2020-04-02"	282	37	245	57
4837	"971"	0	"2020-04-02"	37	16	28	7
4838	"971"	1	"2020-04-02"	22	13	14	3
4839	"971"	2	"2020-04-02"	15	3	14	4
4840	"972"	0	"2020-04-02"	57	20	31	3
4841	"972"	1	"2020-04-02"	32	12	16	2
4842	"972"	2	"2020-04-02"	25	8	15	1
4843	"973"	0	"2020-04-02"	5	0	6	0
4844	"973"	1	"2020-04-02"	4	0	4	0
4845	"973"	2	"2020-04-02"	1	0	2	0
4846	"974"	0	"2020-04-02"	54	2	24	0
4847	"974"	1	"2020-04-02"	29	2	11	0
4848	"974"	2	"2020-04-02"	25	0	13	0
4849	"976"	0	"2020-04-02"	9	3	2	2
4850	"976"	1	"2020-04-02"	6	3	1	2
4851	"976"	2	"2020-04-02"	3	0	1	0
4852	"01"	0	"2020-04-03"	100	31	74	17
4853	"01"	1	"2020-04-03"	59	19	43	9
4854	"01"	2	"2020-04-03"	38	11	27	8
4855	"02"	0	"2020-04-03"	210	39	162	85
4856	"02"	1	"2020-04-03"	120	21	65	52
4857	"02"	2	"2020-04-03"	89	18	96	32
4858	"03"	0	"2020-04-03"	40	13	54	7
4859	"03"	1	"2020-04-03"	17	6	22	3
4860	"03"	2	"2020-04-03"	21	6	32	4
4861	"04"	0	"2020-04-03"	29	6	45	3
4862	"04"	1	"2020-04-03"	13	5	18	2
4863	"04"	2	"2020-04-03"	15	1	27	1
4864	"05"	0	"2020-04-03"	64	16	37	1
4865	"05"	1	"2020-04-03"	36	9	21	0
4866	"05"	2	"2020-04-03"	28	7	16	1
4867	"06"	0	"2020-04-03"	203	65	149	35
4868	"06"	1	"2020-04-03"	124	44	62	22
4869	"06"	2	"2020-04-03"	74	17	84	13
4870	"07"	0	"2020-04-03"	95	16	125	24
4871	"07"	1	"2020-04-03"	50	10	47	15
4872	"07"	2	"2020-04-03"	28	2	66	6
4873	"08"	0	"2020-04-03"	67	17	13	2
4874	"08"	1	"2020-04-03"	45	12	9	1
4875	"08"	2	"2020-04-03"	21	4	4	1
4876	"09"	0	"2020-04-03"	16	6	8	1
4877	"09"	1	"2020-04-03"	10	3	5	0
4878	"09"	2	"2020-04-03"	6	3	3	1
4879	"10"	0	"2020-04-03"	110	17	25	21
4880	"10"	1	"2020-04-03"	61	11	16	18
4881	"10"	2	"2020-04-03"	48	6	8	3
4882	"11"	0	"2020-04-03"	99	19	55	24
4883	"11"	1	"2020-04-03"	61	15	30	18
4884	"11"	2	"2020-04-03"	38	4	25	6
4885	"12"	0	"2020-04-03"	60	11	26	8
4886	"12"	1	"2020-04-03"	38	9	10	4
4887	"12"	2	"2020-04-03"	22	2	16	4
4888	"13"	0	"2020-04-03"	1022	236	671	79
4889	"13"	1	"2020-04-03"	600	170	324	43
4890	"13"	2	"2020-04-03"	404	65	326	34
4891	"14"	0	"2020-04-03"	131	47	37	11
4892	"14"	1	"2020-04-03"	76	33	18	10
4893	"14"	2	"2020-04-03"	54	14	19	1
4894	"15"	0	"2020-04-03"	24	7	3	0
4895	"15"	1	"2020-04-03"	15	5	3	0
4896	"15"	2	"2020-04-03"	9	2	0	0
4897	"16"	0	"2020-04-03"	18	7	21	3
4898	"16"	1	"2020-04-03"	11	5	10	1
4899	"16"	2	"2020-04-03"	6	1	11	2
4900	"17"	0	"2020-04-03"	74	25	32	11
4901	"17"	1	"2020-04-03"	44	18	18	8
4902	"17"	2	"2020-04-03"	30	7	14	3
4903	"18"	0	"2020-04-03"	43	13	10	14
4904	"18"	1	"2020-04-03"	28	12	7	9
4905	"18"	2	"2020-04-03"	15	1	3	5
4906	"19"	0	"2020-04-03"	42	8	14	4
4907	"19"	1	"2020-04-03"	24	7	11	4
4908	"19"	2	"2020-04-03"	18	1	3	0
4909	"21"	0	"2020-04-03"	212	62	290	67
4910	"21"	1	"2020-04-03"	128	45	119	39
4911	"21"	2	"2020-04-03"	84	17	168	28
4912	"22"	0	"2020-04-03"	65	17	20	9
4913	"22"	1	"2020-04-03"	34	12	9	5
4914	"22"	2	"2020-04-03"	30	5	11	4
4915	"23"	0	"2020-04-03"	11	5	2	0
4916	"23"	1	"2020-04-03"	7	4	2	0
4917	"23"	2	"2020-04-03"	4	1	0	0
4918	"24"	0	"2020-04-03"	20	5	11	1
4919	"24"	1	"2020-04-03"	12	4	5	1
4920	"24"	2	"2020-04-03"	8	1	6	0
4921	"25"	0	"2020-04-03"	173	72	151	43
4922	"25"	1	"2020-04-03"	111	60	75	30
4923	"25"	2	"2020-04-03"	60	11	76	13
4924	"26"	0	"2020-04-03"	250	67	105	52
4925	"26"	1	"2020-04-03"	155	52	52	33
4926	"26"	2	"2020-04-03"	93	13	53	19
4927	"27"	0	"2020-04-03"	63	12	22	11
4928	"27"	1	"2020-04-03"	36	8	5	2
4929	"27"	2	"2020-04-03"	26	4	16	9
4930	"28"	0	"2020-04-03"	151	28	64	21
4931	"28"	1	"2020-04-03"	88	21	32	11
4932	"28"	2	"2020-04-03"	59	6	28	10
4933	"29"	0	"2020-04-03"	74	32	55	7
4934	"29"	1	"2020-04-03"	48	26	26	4
4935	"29"	2	"2020-04-03"	26	6	28	3
4936	"2A"	0	"2020-04-03"	72	22	48	24
4937	"2A"	1	"2020-04-03"	34	17	21	16
4938	"2A"	2	"2020-04-03"	38	5	27	8
4939	"2B"	0	"2020-04-03"	16	3	68	2
4940	"2B"	1	"2020-04-03"	9	1	36	2
4941	"2B"	2	"2020-04-03"	7	2	32	0
4942	"30"	0	"2020-04-03"	70	30	38	13
4943	"30"	1	"2020-04-03"	42	23	23	10
4944	"30"	2	"2020-04-03"	28	7	15	3
4945	"31"	0	"2020-04-03"	226	97	136	13
4946	"31"	1	"2020-04-03"	152	78	63	10
4947	"31"	2	"2020-04-03"	74	19	73	3
4948	"32"	0	"2020-04-03"	27	5	6	5
4949	"32"	1	"2020-04-03"	20	5	4	4
4950	"32"	2	"2020-04-03"	7	0	2	1
4951	"33"	0	"2020-04-03"	311	87	281	36
4952	"33"	1	"2020-04-03"	185	66	119	15
4953	"33"	2	"2020-04-03"	126	21	161	21
4954	"34"	0	"2020-04-03"	264	80	201	43
4955	"34"	1	"2020-04-03"	157	64	87	24
4956	"34"	2	"2020-04-03"	107	16	114	19
4957	"35"	0	"2020-04-03"	129	36	72	16
4958	"35"	1	"2020-04-03"	86	29	43	10
4959	"35"	2	"2020-04-03"	43	7	29	6
4960	"36"	0	"2020-04-03"	47	9	7	17
4961	"36"	1	"2020-04-03"	28	5	2	9
4962	"36"	2	"2020-04-03"	19	4	5	8
4963	"37"	0	"2020-04-03"	148	46	47	16
4964	"37"	1	"2020-04-03"	80	31	26	12
4965	"37"	2	"2020-04-03"	67	14	21	4
4966	"38"	0	"2020-04-03"	202	62	108	21
4967	"38"	1	"2020-04-03"	115	46	55	13
4968	"38"	2	"2020-04-03"	84	16	53	8
4969	"39"	0	"2020-04-03"	60	11	36	10
4970	"39"	1	"2020-04-03"	25	5	21	6
4971	"39"	2	"2020-04-03"	35	6	15	4
4972	"40"	0	"2020-04-03"	17	7	12	1
4973	"40"	1	"2020-04-03"	10	3	7	1
4974	"40"	2	"2020-04-03"	7	4	5	0
4975	"41"	0	"2020-04-03"	67	13	32	10
4976	"41"	1	"2020-04-03"	43	11	18	6
4977	"41"	2	"2020-04-03"	24	2	14	4
4978	"42"	0	"2020-04-03"	449	97	153	69
4979	"42"	1	"2020-04-03"	270	78	84	51
4980	"42"	2	"2020-04-03"	175	19	68	18
4981	"43"	0	"2020-04-03"	20	5	23	3
4982	"43"	1	"2020-04-03"	15	5	9	2
4983	"43"	2	"2020-04-03"	5	0	14	1
4984	"44"	0	"2020-04-03"	216	60	109	43
4985	"44"	1	"2020-04-03"	142	48	52	26
4986	"44"	2	"2020-04-03"	73	12	57	17
4987	"45"	0	"2020-04-03"	218	73	65	20
4988	"45"	1	"2020-04-03"	128	58	32	12
4989	"45"	2	"2020-04-03"	87	14	33	8
4990	"46"	0	"2020-04-03"	19	4	17	0
4991	"46"	1	"2020-04-03"	12	3	7	0
4992	"46"	2	"2020-04-03"	7	1	10	0
4993	"47"	0	"2020-04-03"	29	7	11	3
4994	"47"	1	"2020-04-03"	18	5	4	3
4995	"47"	2	"2020-04-03"	11	2	7	0
4996	"48"	0	"2020-04-03"	9	1	8	0
4997	"48"	1	"2020-04-03"	5	1	5	0
4998	"48"	2	"2020-04-03"	4	0	3	0
4999	"49"	0	"2020-04-03"	152	53	163	27
5000	"49"	1	"2020-04-03"	91	41	81	16
5001	"49"	2	"2020-04-03"	60	11	82	11
5002	"50"	0	"2020-04-03"	59	21	27	10
5003	"50"	1	"2020-04-03"	36	17	12	3
5004	"50"	2	"2020-04-03"	22	3	14	6
5005	"51"	0	"2020-04-03"	355	68	237	67
5006	"51"	1	"2020-04-03"	212	50	97	44
5007	"51"	2	"2020-04-03"	139	18	136	22
5008	"52"	0	"2020-04-03"	82	15	34	18
5009	"52"	1	"2020-04-03"	45	11	19	5
5010	"52"	2	"2020-04-03"	37	4	15	13
5011	"53"	0	"2020-04-03"	66	12	14	9
5012	"53"	1	"2020-04-03"	34	11	6	4
5013	"53"	2	"2020-04-03"	32	1	8	5
5014	"54"	0	"2020-04-03"	501	180	189	96
5015	"54"	1	"2020-04-03"	266	123	88	60
5016	"54"	2	"2020-04-03"	203	49	94	35
5017	"55"	0	"2020-04-03"	154	20	105	25
5018	"55"	1	"2020-04-03"	95	17	49	12
5019	"55"	2	"2020-04-03"	57	3	56	13
5020	"56"	0	"2020-04-03"	143	29	98	37
5021	"56"	1	"2020-04-03"	83	24	44	22
5022	"56"	2	"2020-04-03"	60	5	54	15
5023	"57"	0	"2020-04-03"	1026	168	432	282
5024	"57"	1	"2020-04-03"	586	122	194	171
5025	"57"	2	"2020-04-03"	431	45	232	110
5026	"58"	0	"2020-04-03"	21	7	2	5
5027	"58"	1	"2020-04-03"	7	6	1	3
5028	"58"	2	"2020-04-03"	14	1	1	2
5029	"59"	0	"2020-04-03"	729	248	301	123
5030	"59"	1	"2020-04-03"	424	176	162	71
5031	"59"	2	"2020-04-03"	298	70	138	52
5032	"60"	0	"2020-04-03"	356	72	243	141
5033	"60"	1	"2020-04-03"	194	54	133	88
5034	"60"	2	"2020-04-03"	160	17	110	53
5035	"61"	0	"2020-04-03"	59	9	45	8
5036	"61"	1	"2020-04-03"	34	8	20	4
5037	"61"	2	"2020-04-03"	25	1	25	4
5038	"62"	0	"2020-04-03"	343	116	157	34
5039	"62"	1	"2020-04-03"	206	90	85	19
5040	"62"	2	"2020-04-03"	137	26	71	15
5041	"63"	0	"2020-04-03"	71	31	35	4
5042	"63"	1	"2020-04-03"	47	26	18	1
5043	"63"	2	"2020-04-03"	24	5	17	3
5044	"64"	0	"2020-04-03"	77	30	54	13
5045	"64"	1	"2020-04-03"	45	18	27	8
5046	"64"	2	"2020-04-03"	32	12	27	5
5047	"65"	0	"2020-04-03"	40	6	19	3
5048	"65"	1	"2020-04-03"	27	3	10	1
5049	"65"	2	"2020-04-03"	13	3	9	2
5050	"66"	0	"2020-04-03"	103	34	122	16
5051	"66"	1	"2020-04-03"	53	26	51	7
5052	"66"	2	"2020-04-03"	50	8	71	9
5053	"67"	0	"2020-04-03"	1064	283	528	252
5054	"67"	1	"2020-04-03"	646	224	281	150
5055	"67"	2	"2020-04-03"	409	59	245	102
5056	"68"	0	"2020-04-03"	1100	163	820	441
5057	"68"	1	"2020-04-03"	604	119	435	277
5058	"68"	2	"2020-04-03"	487	41	382	162
5059	"69"	0	"2020-04-03"	1202	276	510	184
5060	"69"	1	"2020-04-03"	669	203	225	94
5061	"69"	2	"2020-04-03"	526	70	254	84
5062	"70"	0	"2020-04-03"	81	14	63	30
5063	"70"	1	"2020-04-03"	43	9	34	18
5064	"70"	2	"2020-04-03"	38	5	28	12
5065	"71"	0	"2020-04-03"	163	36	137	60
5066	"71"	1	"2020-04-03"	92	28	67	34
5067	"71"	2	"2020-04-03"	71	8	69	26
5068	"72"	0	"2020-04-03"	109	25	70	18
5069	"72"	1	"2020-04-03"	70	17	34	11
5070	"72"	2	"2020-04-03"	39	8	36	7
5071	"73"	0	"2020-04-03"	109	36	118	15
5072	"73"	1	"2020-04-03"	64	29	62	6
5073	"73"	2	"2020-04-03"	43	7	56	9
5074	"74"	0	"2020-04-03"	276	84	229	52
5075	"74"	1	"2020-04-03"	171	67	124	32
5076	"74"	2	"2020-04-03"	101	17	102	20
5077	"75"	0	"2020-04-03"	2897	783	1092	512
5078	"75"	1	"2020-04-03"	1760	567	644	339
5079	"75"	2	"2020-04-03"	1106	214	436	170
5080	"76"	0	"2020-04-03"	338	108	127	53
5081	"76"	1	"2020-04-03"	189	78	60	38
5082	"76"	2	"2020-04-03"	149	30	66	15
5083	"77"	0	"2020-04-03"	694	183	351	107
5084	"77"	1	"2020-04-03"	416	129	200	63
5085	"77"	2	"2020-04-03"	274	54	150	44
5086	"78"	0	"2020-04-03"	858	185	436	155
5087	"78"	1	"2020-04-03"	511	141	249	90
5088	"78"	2	"2020-04-03"	340	43	184	63
5089	"79"	0	"2020-04-03"	28	7	26	6
5090	"79"	1	"2020-04-03"	13	4	12	3
5091	"79"	2	"2020-04-03"	15	3	14	3
5092	"80"	0	"2020-04-03"	329	72	121	55
5093	"80"	1	"2020-04-03"	180	46	58	34
5094	"80"	2	"2020-04-03"	148	26	60	21
5095	"81"	0	"2020-04-03"	60	23	18	3
5096	"81"	1	"2020-04-03"	32	15	10	2
5097	"81"	2	"2020-04-03"	28	8	8	1
5098	"82"	0	"2020-04-03"	14	6	3	2
5099	"82"	1	"2020-04-03"	12	5	1	2
5100	"82"	2	"2020-04-03"	2	1	2	0
5101	"83"	0	"2020-04-03"	197	51	215	30
5102	"83"	1	"2020-04-03"	121	39	112	15
5103	"83"	2	"2020-04-03"	76	12	103	15
5104	"84"	0	"2020-04-03"	78	23	60	13
5105	"84"	1	"2020-04-03"	51	16	21	7
5106	"84"	2	"2020-04-03"	27	7	39	6
5107	"85"	0	"2020-04-03"	65	19	31	12
5108	"85"	1	"2020-04-03"	41	16	14	7
5109	"85"	2	"2020-04-03"	24	3	17	5
5110	"86"	0	"2020-04-03"	47	20	32	15
5111	"86"	1	"2020-04-03"	30	16	16	5
5112	"86"	2	"2020-04-03"	17	4	16	10
5113	"87"	0	"2020-04-03"	61	17	25	7
5114	"87"	1	"2020-04-03"	30	10	12	5
5115	"87"	2	"2020-04-03"	31	7	12	2
5116	"88"	0	"2020-04-03"	253	40	160	107
5117	"88"	1	"2020-04-03"	131	27	78	67
5118	"88"	2	"2020-04-03"	121	13	81	40
5119	"89"	0	"2020-04-03"	101	20	25	10
5120	"89"	1	"2020-04-03"	57	18	11	8
5121	"89"	2	"2020-04-03"	43	2	14	2
5122	"90"	0	"2020-04-03"	217	43	131	78
5123	"90"	1	"2020-04-03"	127	32	78	44
5124	"90"	2	"2020-04-03"	90	11	53	34
5125	"91"	0	"2020-04-03"	831	185	227	92
5126	"91"	1	"2020-04-03"	472	137	143	60
5127	"91"	2	"2020-04-03"	351	45	84	31
5128	"92"	0	"2020-04-03"	1848	381	703	237
5129	"92"	1	"2020-04-03"	1158	296	369	144
5130	"92"	2	"2020-04-03"	672	82	330	91
5131	"93"	0	"2020-04-03"	1267	224	452	240
5132	"93"	1	"2020-04-03"	770	158	262	141
5133	"93"	2	"2020-04-03"	488	61	187	97
5134	"94"	0	"2020-04-03"	1613	283	571	248
5135	"94"	1	"2020-04-03"	912	205	316	149
5136	"94"	2	"2020-04-03"	668	76	252	95
5137	"95"	0	"2020-04-03"	816	151	585	200
5138	"95"	1	"2020-04-03"	521	116	317	138
5139	"95"	2	"2020-04-03"	294	34	265	62
5140	"971"	0	"2020-04-03"	36	17	34	8
5141	"971"	1	"2020-04-03"	23	14	16	3
5142	"971"	2	"2020-04-03"	13	3	18	5
5143	"972"	0	"2020-04-03"	53	19	34	3
5144	"972"	1	"2020-04-03"	28	11	19	2
5145	"972"	2	"2020-04-03"	25	8	15	1
5146	"973"	0	"2020-04-03"	7	1	6	0
5147	"973"	1	"2020-04-03"	6	1	4	0
5148	"973"	2	"2020-04-03"	1	0	2	0
5149	"974"	0	"2020-04-03"	53	2	29	0
5150	"974"	1	"2020-04-03"	29	2	13	0
5151	"974"	2	"2020-04-03"	24	0	16	0
5152	"976"	0	"2020-04-03"	18	3	2	2
5153	"976"	1	"2020-04-03"	13	3	1	2
5154	"976"	2	"2020-04-03"	5	0	1	0
5155	"01"	0	"2020-04-04"	109	32	83	22
5156	"01"	1	"2020-04-04"	63	22	49	13
5157	"01"	2	"2020-04-04"	43	9	30	9
5158	"02"	0	"2020-04-04"	223	40	180	94
5159	"02"	1	"2020-04-04"	123	24	74	55
5160	"02"	2	"2020-04-04"	99	16	104	38
5161	"03"	0	"2020-04-04"	44	12	56	7
5162	"03"	1	"2020-04-04"	19	6	23	3
5163	"03"	2	"2020-04-04"	23	6	33	4
5164	"04"	0	"2020-04-04"	29	5	44	3
5165	"04"	1	"2020-04-04"	13	4	18	2
5166	"04"	2	"2020-04-04"	15	1	26	1
5167	"05"	0	"2020-04-04"	60	17	42	1
5168	"05"	1	"2020-04-04"	31	10	26	0
5169	"05"	2	"2020-04-04"	29	7	16	1
5170	"06"	0	"2020-04-04"	217	77	167	38
5171	"06"	1	"2020-04-04"	134	53	72	23
5172	"06"	2	"2020-04-04"	77	19	91	15
5173	"07"	0	"2020-04-04"	87	15	132	26
5174	"07"	1	"2020-04-04"	45	9	51	17
5175	"07"	2	"2020-04-04"	25	2	69	6
5176	"08"	0	"2020-04-04"	68	18	20	3
5177	"08"	1	"2020-04-04"	44	12	14	2
5178	"08"	2	"2020-04-04"	23	5	6	1
5179	"09"	0	"2020-04-04"	15	5	10	1
5180	"09"	1	"2020-04-04"	9	3	6	0
5181	"09"	2	"2020-04-04"	6	2	4	1
5182	"10"	0	"2020-04-04"	141	22	27	31
5183	"10"	1	"2020-04-04"	77	16	17	25
5184	"10"	2	"2020-04-04"	63	6	9	6
5185	"11"	0	"2020-04-04"	102	20	57	24
5186	"11"	1	"2020-04-04"	62	15	30	18
5187	"11"	2	"2020-04-04"	37	4	27	6
5188	"12"	0	"2020-04-04"	58	11	31	10
5189	"12"	1	"2020-04-04"	35	8	14	5
5190	"12"	2	"2020-04-04"	23	3	17	5
5191	"13"	0	"2020-04-04"	1040	242	730	90
5192	"13"	1	"2020-04-04"	616	173	352	49
5193	"13"	2	"2020-04-04"	405	69	357	38
5194	"14"	0	"2020-04-04"	130	51	50	13
5195	"14"	1	"2020-04-04"	78	38	26	11
5196	"14"	2	"2020-04-04"	51	13	24	2
5197	"15"	0	"2020-04-04"	25	7	3	0
5198	"15"	1	"2020-04-04"	15	5	3	0
5199	"15"	2	"2020-04-04"	10	2	0	0
5200	"16"	0	"2020-04-04"	17	7	22	3
5201	"16"	1	"2020-04-04"	10	5	11	1
5202	"16"	2	"2020-04-04"	6	1	11	2
5203	"17"	0	"2020-04-04"	79	25	36	11
5204	"17"	1	"2020-04-04"	47	19	18	8
5205	"17"	2	"2020-04-04"	32	6	18	3
5206	"18"	0	"2020-04-04"	47	16	11	15
5207	"18"	1	"2020-04-04"	28	13	7	10
5208	"18"	2	"2020-04-04"	19	3	4	5
5209	"19"	0	"2020-04-04"	43	7	15	7
5210	"19"	1	"2020-04-04"	21	6	11	7
5211	"19"	2	"2020-04-04"	22	1	4	0
5212	"21"	0	"2020-04-04"	255	66	297	69
5213	"21"	1	"2020-04-04"	150	47	124	41
5214	"21"	2	"2020-04-04"	105	19	170	28
5215	"22"	0	"2020-04-04"	62	17	25	10
5216	"22"	1	"2020-04-04"	31	12	10	5
5217	"22"	2	"2020-04-04"	31	5	15	5
5218	"23"	0	"2020-04-04"	12	5	3	1
5219	"23"	1	"2020-04-04"	8	4	2	1
5220	"23"	2	"2020-04-04"	4	1	1	0
5221	"24"	0	"2020-04-04"	25	6	13	1
5222	"24"	1	"2020-04-04"	14	4	7	1
5223	"24"	2	"2020-04-04"	11	2	6	0
5224	"25"	0	"2020-04-04"	175	76	168	46
